s_no,lda_1,Label,tweet_count,pca_1,pca_2
11447,-0.265479253,Content Polluter,18,0.001475952,-0.00523312
11448,-0.301423407,Content Polluter,237,0.004087381,-0.004825213
11449,-0.133873773,Content Polluter,0,-0.004102155,-0.004816001
11450,-0.329719615,Content Polluter,25,0.004127444,-0.005435615
11451,-0.048238476,Content Polluter,0,-0.007579977,-0.00452414
11452,-0.298601188,Content Polluter,197,0.003699382,-0.004906938
11453,-0.258481473,Content Polluter,827,0.005440993,-0.003249449
11454,0.031471991,Content Polluter,3,-0.010802216,-0.004245135
11455,0.060917362,Content Polluter,2,-0.012004298,-0.004147114
11456,0.012115395,Content Polluter,2,-0.010019332,-0.004313706
11457,-0.017644875,Content Polluter,1,-0.008817974,-0.00441738
11458,-0.071231958,Content Polluter,15,-0.00654585,-0.004568059
11459,-0.002246158,Content Polluter,296,-0.007900368,-0.003649684
11460,-0.102421615,Content Polluter,444,-0.003008274,-0.003636642
11461,0.057482192,Content Polluter,58,-0.011572055,-0.004023038
11462,0.018133471,Content Polluter,32,-0.010102846,-0.004220811
11463,0.027049726,Content Polluter,177,-0.009713479,-0.003838267
11464,0.031875301,Content Polluter,35,-0.010648652,-0.004166403
11465,0.051389013,Content Polluter,57,-0.011326191,-0.004046548
11466,0.029545154,Content Polluter,18,-0.010643694,-0.004215494
11467,0.050812072,Content Polluter,0,-0.011604177,-0.00418642
11468,0.035131234,Content Polluter,20,-0.010861855,-0.004191452
11469,0.037813589,Content Polluter,16,-0.010990152,-0.004192145
11470,0.024873308,Content Polluter,43,-0.010318676,-0.004171202
11471,0.053924095,Content Polluter,7,-0.011693501,-0.004158882
11472,-0.099585364,Content Polluter,651,-0.00201905,-0.003127019
11473,-0.027790183,Content Polluter,23,-0.008274207,-0.004400084
11474,0.080443552,Content Polluter,314,-0.011154578,-0.003325085
11475,0.036043214,Content Polluter,2,-0.010993694,-0.004231927
11476,-0.039482308,Content Polluter,5,-0.007906276,-0.004482452
11477,-0.003312674,Content Polluter,1,-0.009400699,-0.004368475
11478,-0.003310414,Content Polluter,1,-0.009400691,-0.004368476
11479,-0.004209284,Content Polluter,1,-0.009364282,-0.004371531
11480,-0.001861507,Content Polluter,0,-0.009464652,-0.004365972
11481,0.069884259,Content Polluter,22,-0.012263484,-0.004068097
11482,-0.011510574,Content Polluter,315,-0.007422176,-0.003635419
11483,0.07040683,Content Polluter,19,-0.012300642,-0.004073568
11484,0.074387199,Content Polluter,4,-0.012540976,-0.004096349
11485,-0.015916534,Content Polluter,6,-0.008862318,-0.004399341
11486,-0.019846768,Content Polluter,290,-0.007209276,-0.003724891
11487,-0.287094911,Content Polluter,1,0.002194608,-0.005341835
11488,-0.019500018,Content Polluter,29,-0.008582552,-0.004357015
11489,0.071717151,Content Polluter,15,-0.012374408,-0.004078832
11490,-0.004967933,Content Polluter,17,-0.009241414,-0.00433606
11491,-0.004211544,Content Polluter,1,-0.00936429,-0.00437153
11492,-4.970646821,Content Polluter,2934,0.209852279,-0.014378465
11493,0.021541766,Content Polluter,212,-0.009304284,-0.003772398
11494,0.080822264,Content Polluter,197,-0.011793618,-0.003606429
11495,0.074361087,Content Polluter,11,-0.012502839,-0.004079507
11496,0.072370066,Content Polluter,35,-0.012296805,-0.004028075
11497,0.002349619,Content Polluter,16,-0.009541944,-0.00431371
11498,0.055920461,Content Polluter,297,-0.01025819,-0.003448947
11499,0.074509619,Content Polluter,5,-0.012540737,-0.004093505
11500,0.074100428,Content Polluter,9,-0.012503372,-0.004085187
11501,0.071010606,Content Polluter,117,-0.011812785,-0.003833895
11502,0.067800545,Content Polluter,47,-0.012048075,-0.004014589
11503,0.079879044,Content Polluter,100,-0.012263075,-0.00384478
11504,0.077805804,Content Polluter,61,-0.0123816,-0.00394651
11505,0.050012666,Content Polluter,1294,-0.004801654,-0.001052063
11506,0.064875871,Content Polluter,419,-0.009982987,-0.003122711
11507,0.073610749,Content Polluter,5,-0.012504328,-0.004096561
11508,0.074105027,Content Polluter,186,-0.011577709,-0.003656048
11509,0.074547486,Content Polluter,221,-0.011414689,-0.003569502
11510,0.080699447,Content Polluter,61,-0.012500028,-0.003936568
11511,0.07506104,Content Polluter,57,-0.01229156,-0.003965518
11512,0.061009148,Content Polluter,510,-0.009351227,-0.002915155
11513,0.021726219,Content Polluter,1880,-0.000591485,0.000272583
11514,0.055051829,Content Polluter,610,-0.008590049,-0.002692678
11515,0.058123703,Content Polluter,562,-0.008965747,-0.002798593
11516,0.07129892,Content Polluter,19,-0.012337075,-0.00407051
11517,-0.040291185,Content Polluter,915,-0.003107611,-0.002279491
11518,0.076492665,Content Polluter,76,-0.012250598,-0.00391455
11519,0.0426028,Content Polluter,92,-0.010790029,-0.00399131
11520,0.072023385,Content Polluter,63,-0.012135218,-0.003961464
11521,0.072768754,Content Polluter,51,-0.012229222,-0.003987932
11522,0.069360515,Content Polluter,209,-0.011262455,-0.003616655
11523,-0.029299205,Content Polluter,15,-0.008258195,-0.004424321
11524,0.07166216,Content Polluter,173,-0.011544237,-0.00369609
11525,-0.046561089,Content Polluter,146,-0.00687991,-0.004164852
11526,0.067463194,Content Polluter,239,-0.011027564,-0.003550469
11527,0.070640119,Content Polluter,330,-0.010677705,-0.003319271
11528,0.071101916,Content Polluter,63,-0.012098888,-0.003964509
11529,0.071196521,Content Polluter,60,-0.012117766,-0.003971517
11530,0.073019337,Content Polluter,2,-0.01249594,-0.004105855
11531,0.071971588,Content Polluter,256,-0.011123787,-0.003493708
11532,0.071092768,Content Polluter,92,-0.011946199,-0.003894287
11533,0.071047483,Content Polluter,210,-0.011325963,-0.003608461
11534,0.069964957,Content Polluter,267,-0.010984564,-0.003473895
11535,0.0740222,Content Polluter,1,-0.012541684,-0.00410488
11536,0.063800257,Content Polluter,286,-0.010633967,-0.003448916
11537,0.073166377,Content Polluter,222,-0.01135049,-0.003572037
11538,0.071093753,Content Polluter,10,-0.012375641,-0.004093044
11539,0.072773513,Content Polluter,82,-0.012066975,-0.003912784
11540,0.071667215,Content Polluter,73,-0.01206914,-0.003938373
11541,0.070135958,Content Polluter,201,-0.011337335,-0.003633272
11542,0.07229806,Content Polluter,38,-0.012277848,-0.004021077
11543,0.071278973,Content Polluter,199,-0.011392288,-0.003634395
11544,0.070907809,Content Polluter,23,-0.012299647,-0.004062199
11545,0.073571635,Content Polluter,1,-0.012523483,-0.004106407
11546,0.032805151,Content Polluter,30,-0.010713671,-0.004175259
11547,0.066229536,Content Polluter,5,-0.012203829,-0.004121781
11548,0.073793528,Content Polluter,1,-0.012532596,-0.004105642
11549,0.073569375,Content Polluter,1,-0.012523491,-0.004106406
11550,0.071574949,Content Polluter,3,-0.012431963,-0.004108361
11551,0.073569375,Content Polluter,1,-0.012523491,-0.004106406
11552,0.073569375,Content Polluter,1,-0.012523491,-0.004106406
11553,-0.035838651,Content Polluter,98,-0.007565052,-0.004244803
11554,0.073573895,Content Polluter,1,-0.012523476,-0.004106408
11555,0.040617147,Content Polluter,19,-0.011089687,-0.004175196
11556,0.073569375,Content Polluter,1,-0.012523491,-0.004106406
11557,0.073569375,Content Polluter,1,-0.012523491,-0.004106406
11558,0.023538025,Content Polluter,31,-0.010330963,-0.004204517
11559,-0.040596289,Content Polluter,24,-0.007745663,-0.004441589
11560,0.07145479,Content Polluter,2,-0.012432193,-0.004111205
11561,0.073793528,Content Polluter,1,-0.012532596,-0.004105642
11562,0.065871664,Content Polluter,4,-0.012195003,-0.004125384
11563,0.07401768,Content Polluter,1,-0.0125417,-0.004104878
11564,0.04752224,Content Polluter,15,-0.011391093,-0.004161356
11565,0.056999612,Content Polluter,12,-0.011792463,-0.004136259
11566,-0.21089248,Content Polluter,0,-0.000900706,-0.005084955
11567,-0.129494398,Content Polluter,80,-0.003795424,-0.004612928
11568,-0.138045175,Content Polluter,379,-0.001943867,-0.003911924
11569,-0.006337777,Content Polluter,0,-0.009282542,-0.004381256
11570,0.005080441,Content Polluter,0,-0.00974691,-0.004342284
11571,-0.705075584,Content Polluter,297,0.020987343,-0.006072417
11572,0.03501737,Content Polluter,2,-0.010947838,-0.004235791
11573,-0.045175905,Content Polluter,82,-0.007278257,-0.004314651
11574,0.014115968,Content Polluter,39,-0.009910572,-0.004216874
11575,0.018083546,Content Polluter,0,-0.010274953,-0.00429797
11576,-0.113256074,Content Polluter,167,-0.004051775,-0.004342097
11577,0.020103179,Content Polluter,0,-0.010356884,-0.004291095
11578,-0.134111485,Content Polluter,0,-0.004093098,-0.004816759
11579,-0.13813267,Content Polluter,0,-0.003929173,-0.004830518
11580,-0.138807388,Content Polluter,0,-0.003901868,-0.004832809
11581,-0.01740066,Content Polluter,35,-0.008625783,-0.004336248
11582,-1.128704166,Content Polluter,3097,0.053090214,-0.000749981
11583,0.057136496,Content Polluter,4,-0.011839911,-0.004155185
11584,-0.30353247,Content Polluter,309,0.004570682,-0.004659689
11585,-0.076165991,Content Polluter,227,-0.005258452,-0.004068973
11586,-0.132110325,Content Polluter,89,-0.003697528,-0.004595157
11587,-0.059199176,Content Polluter,321,-0.005414661,-0.003786864
11588,0.042244524,Content Polluter,1,-0.011248687,-0.004213399
11589,-0.192595321,Content Polluter,30,-0.001495023,-0.004949146
11590,-0.775923288,Content Polluter,235,0.023628824,-0.006471967
11591,-0.15273363,Content Polluter,7,-0.00328938,-0.004864206
11592,-0.057836289,Content Polluter,100,-0.006623858,-0.004318207
11593,-0.10213681,Content Polluter,1,-0.005385595,-0.004705432
11594,-0.072180312,Content Polluter,129,-0.005878561,-0.004297757
11595,-0.210847871,Content Polluter,141,-0.000225204,-0.004737671
11596,0.058483244,Content Polluter,75,-0.011522331,-0.003978538
11597,-0.289029815,Content Polluter,164,0.003215056,-0.004961085
11598,-0.283027241,Content Polluter,402,0.004219366,-0.004363891
11599,0.062340527,Content Polluter,349,-0.010245583,-0.003301114
11600,-0.307556974,Content Polluter,419,0.005307063,-0.004406504
11601,0.044533542,Content Polluter,0,-0.011349264,-0.004207813
11602,-0.247736784,Content Polluter,61,0.000857412,-0.005057608
11603,0.049267864,Content Polluter,0,-0.01154036,-0.00419178
11604,-0.138811908,Content Polluter,0,-0.003901884,-0.004832807
11605,-3.078010478,Content Polluter,681,0.120348711,-0.013315172
11606,-0.137903998,Content Polluter,0,-0.003938261,-0.004829756
11607,0.064217998,Content Polluter,560,-0.009211033,-0.002783785
11608,-0.240176663,Content Polluter,42,0.000541396,-0.005085844
11609,0.073922727,Content Polluter,2,-0.012532333,-0.004102802
11610,-0.288114228,Content Polluter,3,0.002210426,-0.005337295
11611,-0.006581426,Content Polluter,217,-0.008118106,-0.003857695
11612,0.047006,Content Polluter,0,-0.011449388,-0.004199411
11613,-0.188370366,Content Polluter,0,-0.001880008,-0.00500252
11614,-0.193646995,Content Polluter,79,-0.001151985,-0.004837799
11615,-0.04961051,Content Polluter,0,-0.007525446,-0.004528712
11616,-0.084031183,Content Polluter,13,-0.006046384,-0.004615663
11617,-0.118773849,Content Polluter,2,-0.004702349,-0.004759916
11618,-0.096895389,Content Polluter,0,-0.005604393,-0.004689931
11619,-0.141954563,Content Polluter,0,-0.003774439,-0.004843502
11620,-0.138805128,Content Polluter,0,-0.00390186,-0.00483281
11621,0.056912344,Content Polluter,4,-0.011830806,-0.004155949
11622,0.057252136,Content Polluter,5,-0.011839696,-0.004152338
11623,0.055863587,Content Polluter,1,-0.011804242,-0.004166767
11624,0.044275348,Content Polluter,30,-0.011177857,-0.004136311
11625,-0.015269977,Content Polluter,0,-0.008918249,-0.004411834
11626,-0.13994171,Content Polluter,0,-0.003856394,-0.004836623
11627,-0.349022111,Content Polluter,62,0.00498238,-0.005400939
11628,-0.368974903,Content Polluter,21,0.005612553,-0.005571356
11629,0.026543088,Content Polluter,356,-0.008760319,-0.003405694
11630,-0.137462473,Content Polluter,0,-0.003956494,-0.004828225
11631,0.018686196,Content Polluter,119,-0.009573494,-0.004016495
11632,0.030351814,Content Polluter,36,-0.010584953,-0.004168872
11633,-0.03882799,Content Polluter,788,-0.003770601,-0.00258774
11634,0.06851191,Content Polluter,519,-0.009613453,-0.00286736
11635,0.554480846,Content Polluter,5534,-0.003167806,0.01095185
11636,0.021520966,Content Polluter,34,-0.010229813,-0.004204429
11637,-0.07385072,Content Polluter,310,-0.004860629,-0.003864921
11638,0.024258084,Content Polluter,1,-0.010520531,-0.004274497
11639,0.016100073,Content Polluter,0,-0.010192895,-0.004304862
11640,-0.006184099,Content Polluter,0,-0.009282002,-0.004381328
11641,-0.01822916,Content Polluter,0,-0.008800052,-0.004421745
11642,-0.01733255,Content Polluter,0,-0.008836469,-0.004418689
11643,-0.09105289,Content Polluter,8,-0.005793126,-0.004651211
11644,-0.003459988,Content Polluter,1,-0.009391325,-0.004369275
11645,-0.01179657,Content Polluter,1,-0.009054615,-0.004397524
11646,-0.078570164,Content Polluter,13,-0.006264602,-0.004597364
11647,0.042457376,Content Polluter,1,-0.011257831,-0.00421263
11648,0.044782902,Content Polluter,2,-0.01134877,-0.004202128
11649,-0.071533331,Content Polluter,14,-0.006536826,-0.004571687
11650,-0.010535519,Content Polluter,15,-0.009033079,-0.004359242
11651,0.049360904,Content Polluter,1,-0.011540224,-0.004188923
11652,-0.122552768,Content Polluter,1,-0.004557164,-0.004774951
11653,0.007446646,Content Polluter,1,-0.009837707,-0.004331801
11654,0.05608548,Content Polluter,1,-0.011813354,-0.004166002
11655,0.009914583,Content Polluter,1,-0.009937846,-0.004323397
11656,-0.119643305,Content Polluter,1,-0.004675537,-0.004765017
11657,-0.119421412,Content Polluter,1,-0.004684649,-0.004764252
11658,-0.04051973,Content Polluter,1,-0.007889372,-0.004495308
11659,-0.00823725,Content Polluter,1,-0.00920038,-0.004385287
11660,0.045102007,Content Polluter,1,-0.011367242,-0.00420344
11661,-0.142488781,Content Polluter,1,-0.003746832,-0.004842958
11662,-0.049936396,Content Polluter,1,-0.007506999,-0.004527396
11663,-0.067855036,Content Polluter,1,-0.006778605,-0.004588526
11664,-0.10483116,Content Polluter,1,-0.005276359,-0.004714598
11665,-0.127366223,Content Polluter,2,-0.004356646,-0.004788915
11666,-0.019666767,Content Polluter,1,-0.008736051,-0.004424254
11667,-0.049709983,Content Polluter,1,-0.007516095,-0.004526633
11668,-0.025727925,Content Polluter,1,-0.008490266,-0.004444879
11669,0.043091414,Content Polluter,1,-0.011285279,-0.00421032
11670,0.015964441,Content Polluter,1,-0.010183671,-0.004302767
11671,-0.072571279,Content Polluter,1,-0.006587446,-0.004604567
11672,0.049360904,Content Polluter,1,-0.011540224,-0.004188923
11673,-0.089380457,Content Polluter,1,-0.005904613,-0.004661872
11674,0.041515567,Content Polluter,1,-0.011221572,-0.004215665
11675,-0.062932721,Content Polluter,1,-0.006978932,-0.004571713
11676,-0.052623966,Content Polluter,1,-0.007397739,-0.004536566
11677,0.054740565,Content Polluter,1,-0.011758728,-0.004170586
11678,-0.026488555,Content Polluter,2,-0.008453562,-0.004445099
11679,-0.028164223,Content Polluter,1,-0.008390015,-0.004453298
11680,-0.048688693,Content Polluter,2,-0.007552266,-0.004520735
11681,-0.051942468,Content Polluter,1,-0.00742502,-0.004534278
11682,0.062810055,Content Polluter,1,-0.012086484,-0.00414308
11683,-0.048815633,Content Polluter,1,-0.00755252,-0.004523576
11684,-0.066741054,Content Polluter,1,-0.00682415,-0.004584703
11685,0.009916843,Content Polluter,1,-0.009937838,-0.004323398
11686,-0.052168881,Content Polluter,1,-0.007415924,-0.004535041
11687,-0.041631453,Content Polluter,1,-0.007843819,-0.004499132
11688,-0.02335494,Content Polluter,2,-0.008581039,-0.0044344
11689,-0.047022413,Content Polluter,1,-0.007625355,-0.004517464
11690,-0.050692506,Content Polluter,2,-0.007470279,-0.004527618
11691,-0.016981457,Content Polluter,1,-0.008845319,-0.004415084
11692,-0.02796719,Content Polluter,1,-0.008399215,-0.004452521
11693,-0.030733893,Content Polluter,2,-0.008280532,-0.004459622
11694,-0.042084278,Content Polluter,1,-0.007825626,-0.004500658
11695,-0.030430608,Content Polluter,1,-0.008299059,-0.004460927
11696,-0.090951784,Content Polluter,1,-0.005840891,-0.004667219
11697,0.054407518,Content Polluter,1,-0.011740114,-0.004172168
11698,-0.012817513,Content Polluter,2,-0.009008934,-0.004398491
11699,-0.074588651,Content Polluter,1,-0.006505507,-0.004611443
11700,-0.063605179,Content Polluter,1,-0.006951619,-0.004574005
11701,-0.007189221,Content Polluter,1,-0.009236265,-0.004382302
11702,-0.043512846,Content Polluter,2,-0.007761594,-0.004503171
11703,-0.01437754,Content Polluter,2,-0.008945172,-0.004403843
11704,-0.051874669,Content Polluter,1,-0.007424782,-0.00453431
11705,-0.024580043,Content Polluter,1,-0.008535692,-0.004441072
11706,-0.014067475,Content Polluter,1,-0.008963675,-0.004405151
11707,-0.010435835,Content Polluter,1,-0.009109186,-0.004392948
11708,-0.012908293,Content Polluter,1,-0.009009062,-0.004401349
11709,-0.025487953,Content Polluter,1,-0.008499315,-0.004444123
11710,-0.337552156,Content Polluter,4,0.004331456,-0.00551285
11711,0.051769377,Content Polluter,87,-0.011182216,-0.003972739
11712,-0.014674501,Content Polluter,30,-0.008783411,-0.004337256
11713,-0.1015798,Content Polluter,1929,0.004732877,-3.42E-05
11714,-0.067635995,Content Polluter,13,-0.00672078,-0.004559034
11715,0.013528109,Content Polluter,2,-0.01007372,-0.004309153
11716,-0.275619575,Content Polluter,14,0.001777412,-0.005269525
11717,0.014104982,Content Polluter,42,-0.0098914,-0.004209904
11718,0.066150807,Content Polluter,96,-0.011726923,-0.003901226
11719,0.068835149,Content Polluter,312,-0.010700387,-0.003368902
11720,0.034251975,Content Polluter,17,-0.010834695,-0.004202349
11721,-0.139486625,Content Polluter,0,-0.003874579,-0.004835098
11722,-0.020692577,Content Polluter,0,-0.008699896,-0.004430151
11723,-0.003880302,Content Polluter,2876,0.005775332,0.002589763
11724,-0.102811214,Content Polluter,4,-0.005339079,-0.004700758
11725,-0.073936585,Content Polluter,118,-0.005922196,-0.004325369
11726,-0.050623146,Content Polluter,62,-0.007135298,-0.004384019
11727,-0.223976451,Content Polluter,177,0.000542808,-0.004699221
11728,-0.101532252,Content Polluter,23,-0.005268977,-0.004652325
11729,-0.266425276,Content Polluter,835,0.005807228,-0.003257284
11730,-0.057675098,Content Polluter,289,-0.005660373,-0.003857809
11731,-0.626646204,Content Polluter,277,0.017656191,-0.005849971
11732,-0.069053815,Content Polluter,787,-0.00257088,-0.002691197
11733,-0.02623763,Content Polluter,0,-0.008472082,-0.004449279
11734,-0.042252358,Content Polluter,72,-0.007444126,-0.004329385
11735,-0.766863713,Content Polluter,268,0.023377367,-0.006356154
11736,-0.322900602,Content Polluter,16,0.003678311,-0.005423207
11737,-0.324060859,Content Polluter,11,0.003704867,-0.005439774
11738,-0.164545888,Content Polluter,422,-0.000571312,-0.003904261
11739,-0.302611443,Content Polluter,106,0.003386162,-0.005141221
11740,0.053499642,Content Polluter,0,-0.011713437,-0.004177251
11741,-0.138576455,Content Polluter,0,-0.003910948,-0.004832048
11742,-0.136570383,Content Polluter,0,-0.003992927,-0.004825167
11743,0.035109163,Content Polluter,215,-0.009840811,-0.003718777
11744,0.013770689,Content Polluter,4,-0.01007325,-0.004303465
11745,0.011212318,Content Polluter,5,-0.009963728,-0.004309795
11746,0.010680708,Content Polluter,8,-0.009926602,-0.00430432
11747,0.009767583,Content Polluter,4,-0.009909261,-0.004317233
11748,0.012654446,Content Polluter,4,-0.010027713,-0.004307288
11749,0.038000227,Content Polluter,7,-0.011047126,-0.004213125
11750,0.012766334,Content Polluter,500,-0.007421734,-0.003105801
11751,-0.087936069,Content Polluter,0,-0.00596859,-0.004659366
11752,-0.031904722,Content Polluter,0,-0.008244696,-0.004468351
11753,0.237142049,Content Polluter,1722,-0.01017109,0.000624111
11754,-0.007023794,Content Polluter,0,-0.009255276,-0.004383542
11755,-0.016877465,Content Polluter,0,-0.008854654,-0.004417164
11756,0.035998328,Content Polluter,5,-0.010974642,-0.004224941
11757,-0.121963089,Content Polluter,3991,0.01649311,0.004882658
11758,-0.140392275,Content Polluter,0,-0.003838193,-0.00483815
11759,-0.096227452,Content Polluter,0,-0.005631722,-0.004687636
11760,-0.007021534,Content Polluter,0,-0.009255268,-0.004383543
11761,-0.072998901,Content Polluter,86,-0.006090832,-0.004402989
11762,-0.038504618,Content Polluter,1,-0.007971319,-0.00448843
11763,-0.141060213,Content Polluter,0,-0.003810864,-0.004840444
11764,-0.336256335,Content Polluter,260,0.005622433,-0.004888178
11765,0.061519681,Content Polluter,344,-0.010227726,-0.003316971
11766,0.026133705,Content Polluter,7,-0.010564549,-0.004253626
11767,-0.176183929,Content Polluter,1524,0.005666028,-0.001272241
11768,0.070984893,Content Polluter,9,-0.012375832,-0.004095894
11769,-0.205557487,Content Polluter,2,-0.001060397,-0.005066008
11770,-0.284758406,Content Polluter,184,0.00313721,-0.004897249
11771,0.06941673,Content Polluter,0,-0.012359836,-0.004123005
11772,-0.056561498,Content Polluter,0,-0.00724322,-0.004552396
11773,0.05775854,Content Polluter,0,-0.011886419,-0.004162734
11774,-0.324169844,Content Polluter,64,0.004080129,-0.005319871
11775,-0.052069408,Content Polluter,0,-0.007425275,-0.004537119
11776,-0.421645968,Content Polluter,197,0.008826308,-0.005337699
11777,0.006043285,Content Polluter,4,-0.009764076,-0.004329393
11778,-0.260093205,Content Polluter,107,0.001735037,-0.005000068
11779,0.072286521,Content Polluter,7,-0.01244012,-0.004096222
11780,-0.053695424,Content Polluter,1,-0.007342152,-0.004541278
11781,-0.017886129,Content Polluter,464,-0.006384977,-0.003295811
11782,-0.057954321,Content Polluter,1,-0.007169169,-0.004555795
11783,-0.183579824,Content Polluter,155,-0.001170723,-0.004618579
11784,-0.268995775,Content Polluter,317,0.003206713,-0.004522304
11785,-0.016049871,Content Polluter,25,-0.008747719,-0.004354591
11786,0.063944377,Content Polluter,1,-0.012131958,-0.004139267
11787,-0.069912336,Content Polluter,131,-0.005989679,-0.004282591
11788,-0.311644609,Content Polluter,64,0.00352073,-0.005272728
11789,-0.025380066,Content Polluter,13,-0.008431988,-0.004415447
11790,-0.026343223,Content Polluter,6,-0.008434033,-0.004435301
11791,0.045489953,Content Polluter,6,-0.011356943,-0.004189987
11792,-0.357422683,Content Polluter,102,0.005637646,-0.005341802
11793,0.016639159,Content Polluter,1,-0.010210976,-0.004300476
11794,0.019100316,Content Polluter,1,-0.01031114,-0.004292069
11795,0.016291056,Content Polluter,22,-0.010077731,-0.004251563
11796,-0.110921037,Content Polluter,6,-0.005001956,-0.004723313
11797,0.015855246,Content Polluter,177,-0.009248324,-0.003877344
11798,-0.326723737,Content Polluter,54,0.004092852,-0.005349422
11799,0.026113365,Content Polluter,7,-0.01056462,-0.004253616
11800,-0.293536032,Content Polluter,4,0.002418699,-0.005351843
11801,-0.032898545,Content Polluter,1,-0.00819892,-0.00446933
11802,0.044997895,Content Polluter,121,-0.010727811,-0.003913523
11803,-0.103282432,Content Polluter,1,-0.005340161,-0.00470924
11804,-0.152197574,Content Polluter,32,-0.003183469,-0.004801497
11805,-0.092110976,Content Polluter,129,-0.005087994,-0.004364029
11806,-0.276544741,Content Polluter,40,0.001917564,-0.005206708
11807,0.002664518,Content Polluter,18,-0.009541221,-0.004308056
11808,-0.107447319,Content Polluter,362,-0.003227864,-0.003853033
11809,-0.142358396,Content Polluter,1323,0.003231657,-0.001643454
11810,-0.34929894,Content Polluter,50,0.005062842,-0.005442566
11811,-0.033004798,Content Polluter,2,-0.008189592,-0.004467248
11812,-0.242381767,Content Polluter,3,0.000333378,-0.005179695
11813,0.028447202,Content Polluter,5,-0.010664848,-0.004250952
11814,0.043379159,Content Polluter,4,-0.01127495,-0.004202621
11815,0.008859673,Content Polluter,4,-0.009872883,-0.004320284
11816,0.012199361,Content Polluter,4,-0.010009528,-0.004308813
11817,-0.053864938,Content Polluter,943,-0.002359415,-0.002262301
11818,0.04808483,Content Polluter,7,-0.011456828,-0.004178742
11819,0.016316644,Content Polluter,25,-0.010068323,-0.004243742
11820,-0.031223225,Content Polluter,0,-0.008271977,-0.004466063
11821,0.045206,Content Polluter,0,-0.011376577,-0.00420552
11822,0.007106854,Content Polluter,0,-0.009828817,-0.004335411
11823,0.052637279,Content Polluter,2,-0.01166739,-0.00417539
11824,-0.05785183,Content Polluter,85,-0.00671007,-0.00435389
11825,0.00285814,Content Polluter,2136,0.001607945,0.000820669
11826,-0.175919778,Content Polluter,161,-0.001491174,-0.004574348
11827,-0.238995946,Content Polluter,307,0.001800568,-0.004432406
11828,-0.242416601,Content Polluter,218,0.001459362,-0.004658558
11829,-0.060358531,Content Polluter,0,-0.007088399,-0.004565391
11830,0.054285929,Content Polluter,19,-0.011645067,-0.004128588
11831,-1.44138217,Content Polluter,1508,0.057558134,-0.005675186
11832,0.061632548,Content Polluter,15,-0.011964705,-0.004113215
11833,-0.73428827,Content Polluter,1230,0.02708646,-0.003912835
11834,0.041052763,Content Polluter,11,-0.011145977,-0.004193392
11835,-0.064979056,Content Polluter,39,-0.006676851,-0.004488333
11836,-0.209468169,Content Polluter,1036,0.004425751,-0.00256534
11837,0.027963466,Content Polluter,277,-0.009215023,-0.003593807
11838,-0.237567931,Content Polluter,3,0.00013267,-0.005162831
11839,-0.252405283,Content Polluter,1,0.000723894,-0.00521817
11840,0.049915462,Content Polluter,0,-0.01156776,-0.004189477
11841,-0.011557537,Content Polluter,11,-0.009006229,-0.004372974
11842,-0.305674176,Content Polluter,132,0.003617723,-0.005086094
11843,-0.024431192,Content Polluter,222,-0.007370643,-0.003906092
11844,-0.000819564,Content Polluter,4,-0.00948154,-0.004353119
11845,-0.006774435,Content Polluter,2,-0.009254783,-0.004377857
11846,-0.112181563,Content Polluter,1,-0.004955968,-0.004741571
11847,-0.140156823,Content Polluter,0,-0.003847258,-0.004837391
11848,-0.360450579,Content Polluter,61,0.005466688,-0.005444545
11849,-0.04869808,Content Polluter,0,-0.007561808,-0.004525663
11850,-0.047015047,Content Polluter,34,-0.007453589,-0.004437384
11851,-0.120352879,Content Polluter,127,-0.003989922,-0.004461757
11852,-0.126187624,Content Polluter,127,-0.003753233,-0.004481619
11853,-0.128142964,Content Polluter,89,-0.003871535,-0.004580504
11854,-0.058544792,Content Polluter,26,-0.006988081,-0.004499509
11855,-0.039233016,Content Polluter,9,-0.007886382,-0.004472703
11856,0.02742031,Content Polluter,25,-0.010523905,-0.004205491
11857,0.071105958,Content Polluter,1,-0.012423336,-0.004114812
11858,-0.007461887,Content Polluter,66,-0.008893552,-0.004224909
11859,-0.100973091,Content Polluter,135,-0.004724604,-0.004377236
11860,0.06337348,Content Polluter,1255,-0.005528707,-0.001102796
11861,-0.056057432,Content Polluter,106,-0.006678108,-0.004296422
11862,0.001164603,Content Polluter,8,-0.009544577,-0.004336362
11863,-0.204628864,Content Polluter,120,-0.000595012,-0.004766739
11864,-0.027380354,Content Polluter,204,-0.007328101,-0.003961269
11865,-0.031227745,Content Polluter,0,-0.008271993,-0.004466061
11866,0.031088912,Content Polluter,0,-0.010802988,-0.004253657
11867,-0.048184303,Content Polluter,21,-0.007445317,-0.004475415
11868,0.037483082,Content Polluter,1,-0.011057687,-0.004229419
11869,-0.052487326,Content Polluter,7,-0.007368731,-0.004521832
11870,0.032248441,Content Polluter,2,-0.010838865,-0.004244923
11871,0.01363961,Content Polluter,4,-0.010073711,-0.004303404
11872,0.043757092,Content Polluter,1,-0.011312616,-0.004208024
11873,0.027639875,Content Polluter,27,-0.010513624,-0.004200661
11874,-0.310193476,Content Polluter,45,0.00335141,-0.00531288
11875,0.055861327,Content Polluter,1,-0.01180425,-0.004166766
11876,0.049198231,Content Polluter,1736,-0.002416111,1.32E-05
