uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label
412325725,26,58,220,Legitimate User
412601262,94,195,1027,Legitimate User
413233876,44,169,2994,Legitimate User
413255529,192,195,2691,Legitimate User
413269532,110,240,1748,Legitimate User
413296140,358,1504,2460,Legitimate User
413332388,358,265,16961,Legitimate User
413917055,310,351,2119,Legitimate User
414966228,161,403,4504,Legitimate User
415021649,28,150,359,Legitimate User
415063303,57,197,590,Legitimate User
415073613,1402,1042,14170,Legitimate User
415630833,76,275,312,Legitimate User
415900150,87,302,922,Legitimate User
416157197,730,1059,9665,Legitimate User
416194495,474,389,19361,Legitimate User
416351352,349,507,8694,Legitimate User
416502198,53,356,393,Legitimate User
417190929,145,213,1425,Legitimate User
417280214,173,114,1178,Legitimate User
417735070,182,300,1010,Legitimate User
417770099,49,287,347,Legitimate User
417807946,22,59,17,Legitimate User
417833332,59,128,163,Legitimate User
418024172,64,133,430,Legitimate User
418046391,22,107,229,Legitimate User
418140622,137,150,1069,Legitimate User
418153325,27,94,1048,Legitimate User
418247241,65,141,128,Legitimate User
418584043,45,133,219,Legitimate User
418641071,50,192,55,Legitimate User
418762910,49,185,1013,Legitimate User
418986680,11,58,67,Legitimate User
419519797,43,164,121,Legitimate User
419617449,1302,995,13716,Legitimate User
419617600,104,300,1697,Legitimate User
419672622,45,141,1117,Legitimate User
420253558,32,29,199,Legitimate User
420995289,301,2001,15324,Legitimate User
421002902,459,486,3839,Legitimate User
421346603,39,218,859,Legitimate User
421847529,95,299,467,Legitimate User
422807985,33,99,1138,Legitimate User
422830732,12,67,35,Legitimate User
423021992,228,513,2571,Legitimate User
423613846,321,305,7739,Legitimate User
424265380,141,222,6662,Legitimate User
424273053,31,28,1503,Legitimate User
425223279,290,343,4840,Legitimate User
425263052,2925,2744,39107,Legitimate User
425380217,30425,162,9425,Legitimate User
425759519,24,65,409,Legitimate User
425840466,768,336,7760,Legitimate User
425908255,56,245,110,Legitimate User
426044579,362,342,2854,Legitimate User
426178907,325,474,5703,Legitimate User
426531620,35,120,54,Legitimate User
427676471,732,1970,239,Legitimate User
427674701,108,571,559,Legitimate User
428117425,437,1328,1236,Legitimate User
428202366,19,46,87,Legitimate User
428261162,341,454,2085,Legitimate User
428263137,656,241,6124,Legitimate User
428384851,78,170,141,Legitimate User
428904234,13,25,1479,Legitimate User
428981185,139,190,921,Legitimate User
429262110,27,270,63,Legitimate User
429718007,123,189,2036,Legitimate User
429808930,254,562,1621,Legitimate User
432377556,354,214,1549,Legitimate User
432624274,33,173,254,Legitimate User
433162117,346,356,19025,Legitimate User
433304048,41,163,449,Legitimate User
433319326,78,103,22,Legitimate User
433546930,178,404,7999,Legitimate User
433627975,6,76,59,Legitimate User
433984610,168,175,1157,Legitimate User
434460614,33,85,1455,Legitimate User
434591482,46,201,606,Legitimate User
434731905,39,74,561,Legitimate User
434826176,287,803,4725,Legitimate User
434832805,43,182,235,Legitimate User
435224000,37,206,145,Legitimate User
435269515,38,151,1013,Legitimate User
435327100,8,72,78,Legitimate User
435724709,85,152,2277,Legitimate User
436612105,193,362,511,Legitimate User
436807160,85,218,918,Legitimate User
436961762,83,189,819,Legitimate User
437007483,526,1449,797,Legitimate User
437363242,209,284,1792,Legitimate User
437456557,162,266,763,Legitimate User
437783167,35,130,241,Legitimate User
438437579,45,89,197,Legitimate User
438484498,137,137,1229,Legitimate User
438760662,79,222,674,Legitimate User
438756932,2,50,24,Legitimate User
439054192,699,454,2269,Legitimate User
439062828,962,1999,1162,Legitimate User
718684188,27,64,210,Legitimate User
478994018,50,108,237,Legitimate User
984297403,223,320,1064,Legitimate User
551056105,65,180,259,Legitimate User
439855752,5,93,230,Legitimate User
439875805,187,186,500,Legitimate User
479451474,53,128,1263,Legitimate User
439972535,40,147,574,Legitimate User
440184518,252,1532,748,Legitimate User
479677768,88,198,1190,Legitimate User
440311767,23,101,478,Legitimate User
479725767,155,376,3553,Legitimate User
722214212,17,17,475,Legitimate User
985509799,6,33,9,Legitimate User
551835101,20,126,120,Legitimate User
440691931,117,153,534,Legitimate User
551894180,57,150,297,Legitimate User
479832822,13,93,57,Legitimate User
986163288,284,278,2716,Legitimate User
440858782,48,153,371,Legitimate User
722825599,29,228,1771,Legitimate User
480279324,9,40,142,Legitimate User
552190256,136,182,1940,Legitimate User
441483457,50,115,1095,Legitimate User
986839782,109,932,191,Legitimate User
552577697,51,205,342,Legitimate User
552606214,381,821,1730,Legitimate User
987068240,190,795,3027,Legitimate User
442075220,87,117,1073,Legitimate User
725675244,209,480,576,Legitimate User
480715104,98,148,2488,Legitimate User
480790768,19,30,380,Legitimate User
726845964,39,286,385,Legitimate User
987656269,21,85,145,Legitimate User
553617306,570,576,3797,Legitimate User
481632109,50,152,26,Legitimate User
481648575,94,257,1058,Legitimate User
988985683,42,105,206,Legitimate User
444833485,106,203,622,Legitimate User
482086639,41,183,460,Legitimate User
554309481,397,666,5250,Legitimate User
482131412,28,127,456,Legitimate User
482157356,21,137,241,Legitimate User
482162835,88,87,1189,Legitimate User
731429204,35,139,565,Legitimate User
445345005,94,242,3177,Legitimate User
482242692,24,137,164,Legitimate User
989622720,12,38,112,Legitimate User
989639142,28,168,33,Legitimate User
445761780,180,168,2073,Legitimate User
446083368,111,118,558,Legitimate User
446143453,504,570,8966,Legitimate User
733154665,170,455,521,Legitimate User
482981498,13,129,123,Legitimate User
446590484,215,318,638,Legitimate User
734619301,46,47,216,Legitimate User
483073065,34,99,493,Legitimate User
446987691,33,97,395,Legitimate User
991254878,128,472,1424,Legitimate User
555420716,41,94,1178,Legitimate User
447241184,390,558,5687,Legitimate User
555906816,12,28,85,Legitimate User
483836463,55,221,285,Legitimate User
737616414,52,353,221,Legitimate User
484179231,79,381,127,Legitimate User
556794851,23,65,45,Legitimate User
484613799,39,113,752,Legitimate User
993583230,93,157,1308,Legitimate User
557215750,152,128,27,Legitimate User
449219266,69,57,1874,Legitimate User
485137549,57,170,486,Legitimate User
743284770,18,34,1065,Legitimate User
557616612,13,41,204,Legitimate User
450054622,42,210,136,Legitimate User
744107612,262,259,10749,Legitimate User
995452020,114,69,440,Legitimate User
485686619,71,165,148,Legitimate User
485713097,75,117,437,Legitimate User
450630648,1306,1281,331,Legitimate User
450747981,161,309,827,Legitimate User
450891761,103,182,1201,Legitimate User
486198118,16,121,88,Legitimate User
451033303,1531,1991,6378,Legitimate User
451370524,1031,1109,10320,Legitimate User
451397835,144,178,114,Legitimate User
486598436,99,239,273,Legitimate User
558524379,172,362,611,Legitimate User
451597109,10,74,150,Legitimate User
486966473,114,226,2370,Legitimate User
487416678,1470,162,2659,Legitimate User
750948720,147,283,6765,Legitimate User
751241954,0,109,293,Legitimate User
452814756,94,189,2959,Legitimate User
452828946,330,725,24901,Legitimate User
453238264,1812,1846,20023,Legitimate User
487969309,323,261,1683,Legitimate User
753397160,50,209,810,Legitimate User
560223770,44,81,1028,Legitimate User
1000486495,7,31,19,Legitimate User
560271082,52,233,433,Legitimate User
453885595,205,397,1539,Legitimate User
488706826,259,824,2338,Legitimate User
755737819,114,162,939,Legitimate User
454200724,121,203,3608,Legitimate User
1001875776,56,217,463,Legitimate User
454318003,160,167,4447,Legitimate User
560657748,96,1027,279,Legitimate User
454914980,10,23,145,Legitimate User
1002533372,13,59,59,Legitimate User
489345934,129,396,895,Legitimate User
1003664215,34,109,174,Legitimate User
455266133,295,499,741,Legitimate User
455340385,98,1441,1581,Legitimate User
455651875,66,358,2782,Legitimate User
455775628,1503,1998,16343,Legitimate User
455979285,41,237,107,Legitimate User
761723172,29,142,612,Legitimate User
762202957,17,244,352,Legitimate User
1004883073,227,271,1022,Legitimate User
562125685,21,45,333,Legitimate User
562250174,799,728,13035,Legitimate User
1006095223,406,495,5235,Legitimate User
456823762,898,1908,249,Legitimate User
490625409,31,51,39,Legitimate User
765311754,299,435,1293,Legitimate User
457775543,39,72,433,Legitimate User
491690867,193,936,4061,Legitimate User
492177690,3,22,85,Legitimate User
564653953,670,1340,1173,Legitimate User
770176435,112,121,3411,Legitimate User
492501987,43,210,456,Legitimate User
564963576,100,138,166,Legitimate User
459628045,126,602,942,Legitimate User
459646843,100,378,563,Legitimate User
459678083,91,205,1010,Legitimate User
459680754,144,227,1322,Legitimate User
1009413198,119,280,3103,Legitimate User
1010619756,58,322,97,Legitimate User
566141260,38,114,98,Legitimate User
460985875,180,785,479,Legitimate User
493847017,147,309,801,Legitimate User
461010838,67,94,3046,Legitimate User
566374197,29,102,175,Legitimate User
493941903,32,62,655,Legitimate User
494006512,45,52,1095,Legitimate User
1011395167,345,230,1014,Legitimate User
461425627,195,659,2471,Legitimate User
494262961,227,627,3627,Legitimate User
494266249,61,160,1544,Legitimate User
567056353,93,228,1583,Legitimate User
567155716,152,188,591,Legitimate User
567510788,93,360,2168,Legitimate User
495045945,171,373,1052,Legitimate User
495053365,181,173,559,Legitimate User
495077879,123,148,2943,Legitimate User
462889040,137,524,5091,Legitimate User
568453926,88,70,2735,Legitimate User
462971394,13,167,255,Legitimate User
568473793,58,253,168,Legitimate User
495507361,14,27,22,Legitimate User
495731957,19,51,887,Legitimate User
568955495,32,112,289,Legitimate User
463246965,79,364,606,Legitimate User
1014830304,107,99,386,Legitimate User
496144150,98,245,538,Legitimate User
463889910,25,31,315,Legitimate User
496295496,46,288,729,Legitimate User
569879248,18,100,575,Legitimate User
496588802,281,599,7902,Legitimate User
1015888195,8,43,575,Legitimate User
496968634,81,253,1298,Legitimate User
464790896,150,179,1402,Legitimate User
497125259,39,63,80,Legitimate User
464858061,145,269,4359,Legitimate User
497258691,22,69,80,Legitimate User
497302053,92,540,1148,Legitimate User
465298629,269,992,1464,Legitimate User
1017813961,76,274,665,Legitimate User
465431316,74,166,1669,Legitimate User
465433625,76,179,162,Legitimate User
571938412,72,200,322,Legitimate User
498042431,35,76,100,Legitimate User
498054058,15,90,919,Legitimate User
787115406,1000,1842,8382,Legitimate User
498358491,13,41,169,Legitimate User
466489818,243,904,863,Legitimate User
466686655,58,207,83,Legitimate User
498814013,277,403,958,Legitimate User
466712165,541,276,7739,Legitimate User
498826553,55,129,1387,Legitimate User
466756548,35,105,500,Legitimate User
1020696912,32,145,229,Legitimate User
498935613,11,49,7,Legitimate User
1022226144,28,97,1788,Legitimate User
573690882,21,118,429,Legitimate User
573749510,2,6,14,Legitimate User
791874462,5,12,468,Legitimate User
792462121,45,173,155,Legitimate User
792517914,734,808,4904,Legitimate User
468198674,120,301,3340,Legitimate User
499996521,150,95,5436,Legitimate User
574385968,84,402,211,Legitimate User
500246041,199,188,2538,Legitimate User
794406714,63,187,768,Legitimate User
574488060,125,235,968,Legitimate User
794598979,23,55,456,Legitimate User
795590899,67,555,9,Legitimate User
796144921,3,18,152,Legitimate User
501094162,41,45,1343,Legitimate User
501128285,314,659,1048,Legitimate User
469580096,43,77,713,Legitimate User
797833478,31,207,16,Legitimate User
470227974,115,206,1041,Legitimate User
470232795,1859,1856,20686,Legitimate User
470254611,169,322,4178,Legitimate User
470379248,300,1019,1277,Legitimate User
502037826,46,109,573,Legitimate User
800130746,10,22,90,Legitimate User
800457696,25,160,102,Legitimate User
502315142,651,912,3280,Legitimate User
470868745,12,41,190,Legitimate User
502774039,22,38,147,Legitimate User
1030992019,246,408,5109,Legitimate User
1031110604,423,391,561,Legitimate User
503051163,6,104,140,Legitimate User
471093612,2059,371,6948,Legitimate User
801510450,237,816,726,Legitimate User
471203497,48,164,2228,Legitimate User
1032386005,40,152,186,Legitimate User
503425054,1193,1987,3209,Legitimate User
577422947,276,448,489,Legitimate User
1033055161,34,105,989,Legitimate User
471422290,198,171,140,Legitimate User
471533963,287,671,6720,Legitimate User
471826933,139,235,325,Legitimate User
471992869,646,646,9282,Legitimate User
578916985,31,95,68,Legitimate User
472765052,248,707,709,Legitimate User
472778739,437,606,6469,Legitimate User
473043012,70,161,1223,Legitimate User
506055335,93,161,6181,Legitimate User
1037103888,1,69,42,Legitimate User
1037178583,37,108,133,Legitimate User
1037384052,39,41,500,Legitimate User
506501965,64,157,281,Legitimate User
581136968,54,112,174,Legitimate User
474043803,77,229,985,Legitimate User
581407038,49,186,688,Legitimate User
507498746,117,295,1088,Legitimate User
1038384050,32,110,364,Legitimate User
1039093681,24,150,465,Legitimate User
813467726,253,608,1302,Legitimate User
582954523,60,168,109,Legitimate User
509056809,105,480,794,Legitimate User
583205235,30,127,130,Legitimate User
509320296,40,114,226,Legitimate User
510047880,1798,1876,1923,Legitimate User
1041823142,21,18,579,Legitimate User
1042842432,471,759,7074,Legitimate User
476760491,74,122,409,Legitimate User
476800666,99,715,877,Legitimate User
585439502,298,399,1601,Legitimate User
477006767,35,89,540,Legitimate User
1044916752,31,99,632,Legitimate User
512362882,15,71,118,Legitimate User
477309080,149,121,844,Legitimate User
585849333,12,111,65,Legitimate User
477552640,27,128,242,Legitimate User
512455607,34,194,1912,Legitimate User
585968039,1192,1088,14010,Legitimate User
477660093,22,119,98,Legitimate User
477824021,64,94,340,Legitimate User
1047668299,28,88,30,Legitimate User
586584556,34,133,83,Legitimate User
825336607,1110,991,705,Legitimate User
513726022,481,745,2179,Legitimate User
587326472,38,101,1634,Legitimate User
587515464,36,204,700,Legitimate User
587569514,61,227,676,Legitimate User
1050665527,4,42,20,Legitimate User
827287514,54,210,215,Legitimate User
587665339,142,203,1958,Legitimate User
1052685680,204,610,188,Legitimate User
829400054,1780,1697,4170,Legitimate User
515271142,70,121,1529,Legitimate User
831741072,92,627,462,Legitimate User
516038414,410,516,16776,Legitimate User
834186096,253,181,5339,Legitimate User
516737722,29,31,320,Legitimate User
516811154,45,167,106,Legitimate User
835249056,19,52,103,Legitimate User
835763546,6,80,85,Legitimate User
517073805,60,284,166,Legitimate User
517400735,893,2000,4855,Legitimate User
1058497004,51,177,22,Legitimate User
517883021,271,280,6573,Legitimate User
838292834,50,195,550,Legitimate User
591104103,54,93,619,Legitimate User
1059054242,26,159,486,Legitimate User
841859053,30,56,169,Legitimate User
592579646,93,172,1127,Legitimate User
1062916164,190,164,5025,Legitimate User
593546714,92,97,1726,Legitimate User
845102904,312,1200,1587,Legitimate User
1064278820,20,142,37,Legitimate User
1064992789,21,116,419,Legitimate User
594583577,44,102,360,Legitimate User
594651076,50,67,778,Legitimate User
594683175,129,156,1153,Legitimate User
848909828,20,37,74,Legitimate User
522925470,180,637,2551,Legitimate User
1065760964,705,1249,1568,Legitimate User
594960544,82,371,919,Legitimate User
523331583,10116,246,3412,Legitimate User
523680032,175,149,325,Legitimate User
595539789,546,646,9717,Legitimate User
851233315,404,1015,1367,Legitimate User
524820621,39,124,682,Legitimate User
524836438,63,83,2576,Legitimate User
852611210,241,663,1288,Legitimate User
596540298,7,18,73,Legitimate User
1069178154,1498,1478,4898,Legitimate User
597381176,104,369,113,Legitimate User
526482947,490,567,2492,Legitimate User
855282331,160,292,2711,Legitimate User
1070376564,422,463,1105,Legitimate User
1070682204,23,85,228,Legitimate User
856270100,3,10,106,Legitimate User
1071137462,62,414,56,Legitimate User
857857747,430,503,6016,Legitimate User
1072217274,314,278,247,Legitimate User
858190442,69,143,370,Legitimate User
528501469,56,533,68,Legitimate User
858836726,47,87,114,Legitimate User
599343100,50,341,1396,Legitimate User
1074439423,19,120,154,Legitimate User
599940695,1945,195,5507,Legitimate User
600090702,1113,1304,4112,Legitimate User
529563591,24,83,120,Legitimate User
529711103,104,187,421,Legitimate User
862068776,52,201,116,Legitimate User
862114981,164,522,389,Legitimate User
531280420,181,279,1033,Legitimate User
601192738,112,359,574,Legitimate User
863369492,67,440,683,Legitimate User
601256893,17,90,897,Legitimate User
531442979,80,169,1219,Legitimate User
531640494,195,335,87,Legitimate User
601810260,127,266,862,Legitimate User
602182097,29,100,1393,Legitimate User
602212821,90,176,292,Legitimate User
1081092084,6,48,29,Legitimate User
533130509,1617,1993,32109,Legitimate User
1082746016,9,22,31,Legitimate User
1082796816,13,36,465,Legitimate User
533552597,285,512,11258,Legitimate User
1084115989,101,133,185,Legitimate User
603836322,41,105,296,Legitimate User
868645789,71,322,609,Legitimate User
868757713,564,705,7122,Legitimate User
868906542,188,725,2069,Legitimate User
535140940,717,1092,1242,Legitimate User
869587356,69,220,790,Legitimate User
535333357,381,1428,1906,Legitimate User
870391651,132,50,165,Legitimate User
1087095313,50,266,171,Legitimate User
605296679,48,157,178,Legitimate User
1089293960,546,1224,503,Legitimate User
1089449275,28,126,54,Legitimate User
1090138922,88,229,103,Legitimate User
1091884188,12,66,48,Legitimate User
875972814,0,35,17,Legitimate User
538287562,16,55,1651,Legitimate User
876501625,766,776,6897,Legitimate User
608022298,78,142,967,Legitimate User
877925696,466,911,812,Legitimate User
878747629,50,144,1391,Legitimate User
1095958825,153,36,45,Legitimate User
1096575422,54,109,621,Legitimate User
880855315,87,222,1112,Legitimate User
609496197,32,143,1371,Legitimate User
882148280,98,770,440,Legitimate User
540803768,195,554,745,Legitimate User
1099363334,32,68,789,Legitimate User
610747900,10,58,62,Legitimate User
610861270,26,91,189,Legitimate User
610896066,158,628,2227,Legitimate User
885222252,166,1440,1124,Legitimate User
611783684,67,319,323,Legitimate User
542151024,109,327,2414,Legitimate User
612645350,49,91,439,Legitimate User
613523546,21,90,147,Legitimate User
889616856,173,412,672,Legitimate User
613553896,110,190,1680,Legitimate User
543842787,15,84,45,Legitimate User
1105975490,8,80,18,Legitimate User
544470195,319,298,4198,Legitimate User
545269203,33,96,51,Legitimate User
545291748,12,106,21,Legitimate User
546039069,171,371,4900,Legitimate User
546367438,71,280,762,Legitimate User
546885822,37,96,298,Legitimate User
1111771471,76,198,190,Legitimate User
547141135,65,115,1138,Legitimate User
618038687,68,84,1373,Legitimate User
547477084,93,185,825,Legitimate User
900040604,859,280,571,Legitimate User
618382051,35,332,948,Legitimate User
547680256,915,638,19396,Legitimate User
547811916,147,296,882,Legitimate User
548605379,86,161,376,Legitimate User
548727018,386,736,7076,Legitimate User
1116460440,71,107,1315,Legitimate User
620243872,694,886,3203,Legitimate User
1119028134,47,188,276,Legitimate User
621741580,444,329,18470,Legitimate User
621971039,230,174,106,Legitimate User
622239105,175,1187,121,Legitimate User
908843828,18,65,360,Legitimate User
1124327604,10,32,151,Legitimate User
624420623,108,250,1473,Legitimate User
624543149,30,301,209,Legitimate User
1127430120,76,171,343,Legitimate User
913455692,117,106,243,Legitimate User
914725128,28,200,260,Legitimate User
1129520276,8,35,10,Legitimate User
915739543,31,89,1074,Legitimate User
1130868744,72,123,34,Legitimate User
1130960574,82,228,511,Legitimate User
917243564,26,115,132,Legitimate User
1132376958,11,75,104,Legitimate User
918001130,9,93,84,Legitimate User
1133943835,32,71,133,Legitimate User
627845498,208,267,12046,Legitimate User
918993840,26,58,736,Legitimate User
628453024,473,1391,2065,Legitimate User
920600658,178,901,5036,Legitimate User
1137300811,34,97,134,Legitimate User
629661106,79,321,131,Legitimate User
631128691,52,154,1693,Legitimate User
631876055,640,1448,1688,Legitimate User
632045063,17,50,172,Legitimate User
924714103,14,36,1008,Legitimate User
632296235,133,272,2236,Legitimate User
632419314,139,962,101,Legitimate User
632742781,3335,3313,42715,Legitimate User
632805096,2,32,44,Legitimate User
633105430,101,299,693,Legitimate User
928712431,18,106,650,Legitimate User
1151295038,14,123,95,Legitimate User
636107261,57,207,78,Legitimate User
930035833,874,797,4444,Legitimate User
932445193,150,341,419,Legitimate User
702445104,151,237,4759,Legitimate User
702727668,1068,880,11910,Legitimate User
934466887,39,165,236,Legitimate User
934949900,111,198,186,Legitimate User
936597188,51,176,349,Legitimate User
705736374,18,60,232,Legitimate User
936902059,124,237,767,Legitimate User
706819428,5331,285,2768,Legitimate User
707526853,177,205,6752,Legitimate User
708429391,162,97,2213,Legitimate User
938838264,17,49,36,Legitimate User
939438061,8,23,26,Legitimate User
939617401,37,260,854,Legitimate User
711216631,41,232,436,Legitimate User
714240744,56,96,260,Legitimate User
1168487113,30,161,80,Legitimate User
716206832,137,390,646,Legitimate User
944648335,26,51,96,Legitimate User
944979661,16,67,36,Legitimate User
947255689,9,40,16,Legitimate User
1174404932,5,87,35,Legitimate User
1179541274,10,22,38,Legitimate User
951290342,22,106,70,Legitimate User
951523590,83,425,377,Legitimate User
952055166,23,57,392,Legitimate User
953315216,77,306,986,Legitimate User
1187572176,13,68,191,Legitimate User
1188730825,8,21,9,Legitimate User
955497098,11,24,343,Legitimate User
1189056510,17,92,15,Legitimate User
955806343,179,284,294,Legitimate User
1193292998,10,50,34,Legitimate User
958530558,189,164,1102,Legitimate User
961125284,37,135,96,Legitimate User
962847698,10,63,242,Legitimate User
1204191037,57,53,293,Legitimate User
1204535834,18,40,244,Legitimate User
964996225,394,498,2312,Legitimate User
1205795042,474,446,3439,Legitimate User
1205923694,129,335,392,Legitimate User
968446106,25,91,208,Legitimate User
970505658,32,55,44,Legitimate User
971576125,120,100,509,Legitimate User
1216631100,16,124,10,Legitimate User
1219155151,19,50,14,Legitimate User
1219247983,8,42,10,Legitimate User
1219743308,16,75,79,Legitimate User
974171288,83,249,685,Legitimate User
974190704,68,122,603,Legitimate User
974558708,28,208,324,Legitimate User
976068038,50,76,259,Legitimate User
976844444,1061,1653,591,Legitimate User
977265403,274,253,109,Legitimate User
981556177,8,91,53,Legitimate User
15350901,625,580,4728,Legitimate User
407818010,963,561,1585,Legitimate User
422226730,1245,1242,25661,Legitimate User
425138781,1289,885,6514,Legitimate User
120720544,6403,5835,15795,Legitimate User
187536784,5109,63,12826,Legitimate User
197602470,258,342,1365,Legitimate User
207070244,1382,1006,49836,Legitimate User
216522413,4573,831,19172,Legitimate User
259680844,46,107,194,Legitimate User
301919327,308,310,5385,Legitimate User
517625408,105,48,138,Legitimate User
327900613,111437,4071,8910,Legitimate User
522582939,2800,2406,78338,Legitimate User
541037205,61,78,428,Legitimate User
549083012,354,279,1166,Legitimate User
558489220,2404,305,17986,Legitimate User
563022345,1533,996,18600,Legitimate User
604758810,53,77,1135,Legitimate User
835342567,3951,4120,473,Legitimate User
1092912044,212,242,532,Legitimate User
1126202310,27,51,140,Legitimate User
9011502,842,38,2423,Legitimate User
52491055,415,382,12197,Legitimate User
55532545,521,487,4375,Legitimate User
16043064,202,133,36911,Legitimate User
20308222,232,182,3329,Legitimate User
33747826,11,16,70,Legitimate User
45314390,61,173,1901,Legitimate User
48665791,373,874,14835,Legitimate User
52108988,314,148,10954,Legitimate User
56697655,76,156,2146,Legitimate User
83811813,280,536,4166,Legitimate User
91866745,1057,280,27096,Legitimate User
111628975,121,256,4625,Legitimate User
114849265,362,233,10043,Legitimate User
154588620,715,792,22534,Legitimate User
162092995,47,123,951,Legitimate User
168791182,183,132,3847,Legitimate User
177299735,495,413,22257,Legitimate User
179588209,16,67,115,Legitimate User
190383002,310,341,1291,Legitimate User
197400952,21,50,266,Legitimate User
217533156,344,428,1502,Legitimate User
222579656,154,198,7654,Legitimate User
233959454,445,618,3074,Legitimate User
248292381,6,30,23,Legitimate User
252688673,170,256,5285,Legitimate User
255559955,280,149,309,Legitimate User
278618602,165,175,2481,Legitimate User
295578583,174,69,1346,Legitimate User
297012777,105,42,3190,Legitimate User
305187907,130,154,4042,Legitimate User
318949971,54,72,392,Legitimate User
320669433,295,49,18611,Legitimate User
322051701,40,202,367,Legitimate User
327840186,70,92,457,Legitimate User
328706026,473,373,8613,Legitimate User
333960904,107,258,2740,Legitimate User
337321477,293,1527,42,Legitimate User
372460791,2194,1558,42290,Legitimate User
382247829,90,135,849,Legitimate User
418633045,82,174,299,Legitimate User
425241854,17,36,114,Legitimate User
453285193,153,221,5035,Legitimate User
469128515,51,38,664,Legitimate User
490480487,371,300,865,Legitimate User
514338061,42,40,524,Legitimate User
521131145,57,83,492,Legitimate User
529342153,13,23,160,Legitimate User
546314660,1206,1650,4681,Legitimate User
604518391,15,44,25,Legitimate User
630544784,973,530,27327,Legitimate User
755461062,18,18,42,Legitimate User
755745950,94,107,1487,Legitimate User
806660965,95,200,285,Legitimate User
809654154,24,63,34,Legitimate User
810793700,1361,142,9139,Legitimate User
903721722,37,66,69,Legitimate User
922305175,2,20,423,Legitimate User
925532102,4,20,597,Legitimate User
929410398,21,19,59,Legitimate User
961773920,6,11,17,Legitimate User
1021876490,47,43,62,Legitimate User
1096419414,4,0,10,Legitimate User
1125217129,33,197,323,Legitimate User
1127280169,208,124,49,Legitimate User
1156344000,22,55,66,Legitimate User
1169114810,0,4,4,Legitimate User
1212975186,2,4,3,Legitimate User
1213937306,351,341,2568,Legitimate User
24503,5055,1466,4340,Legitimate User
22903,132,194,164,Legitimate User
382393,1154,832,1070,Legitimate User
286543,930,535,6892,Legitimate User
438023,173,444,2885,Legitimate User
586003,97,234,216,Legitimate User
628563,154,314,505,Legitimate User
769985,1100,975,1897,Legitimate User
2007021,2254,2196,3052,Legitimate User
2731681,31,55,313,Legitimate User
3909541,637,1853,2737,Legitimate User
5863152,2842,1903,3951,Legitimate User
6082972,1335,727,3387,Legitimate User
6175692,13,67,60,Legitimate User
6196392,101,108,1163,Legitimate User
6618042,34,182,177,Legitimate User
6677972,335,1956,2201,Legitimate User
7246122,364,373,1791,Legitimate User
7527052,68,76,3702,Legitimate User
7773732,3566,803,9623,Legitimate User
8029522,337,405,2745,Legitimate User
9664862,89,126,227,Legitimate User
12179872,4560,4307,19122,Legitimate User
12551742,3300,311,7734,Legitimate User
12700622,138,263,1461,Legitimate User
12765892,15,56,32,Legitimate User
14321616,463,528,1689,Legitimate User
14443340,1476,1069,20366,Legitimate User
14561441,100,186,894,Legitimate User
15455450,78,203,28,Legitimate User
15453624,111,160,425,Legitimate User
15622858,34,112,442,Legitimate User
15788159,349,823,8618,Legitimate User
15922136,626,676,42218,Legitimate User
16002194,1405,197,1836,Legitimate User
16183526,139,401,588,Legitimate User
16270293,86,152,357,Legitimate User
16303802,62,396,422,Legitimate User
16649518,43,110,84,Legitimate User
17085112,152,68,4528,Legitimate User
17283453,481,249,2185,Legitimate User
17421795,128,138,3063,Legitimate User
17426567,350,1000,1513,Legitimate User
17844234,106,416,4883,Legitimate User
17992531,60,66,175,Legitimate User
18721974,203,664,2131,Legitimate User
18874774,70,72,5352,Legitimate User
19706832,735,461,1813,Legitimate User
19701419,482,555,3941,Legitimate User
19973780,92,111,1430,Legitimate User
20303000,176,383,1526,Legitimate User
20542869,76,315,563,Legitimate User
20681942,561,892,2488,Legitimate User
21133252,90,396,116,Legitimate User
22015162,132,313,2885,Legitimate User
22521283,4371,1182,22346,Legitimate User
22598920,26237,23813,11933,Legitimate User
22596491,53,120,210,Legitimate User
22624920,1699,1771,47177,Legitimate User
22710614,0,2,14,Legitimate User
22752192,18,97,177,Legitimate User
22970058,2097,2039,37936,Legitimate User
23770754,26,35,10,Legitimate User
24176877,1538,1059,4551,Legitimate User
25046383,168,205,700,Legitimate User
25484842,301,837,1158,Legitimate User
26261259,24,60,187,Legitimate User
27315878,410,1324,1517,Legitimate User
29742445,331,570,2083,Legitimate User
31135311,53,136,177,Legitimate User
31379656,45,200,2035,Legitimate User
33516491,68,264,1018,Legitimate User
33679344,87,282,2979,Legitimate User
34580222,103,203,2206,Legitimate User
36286962,893,256,2402,Legitimate User
37186955,50,87,554,Legitimate User
37204587,127,192,2848,Legitimate User
39201963,507,562,8995,Legitimate User
40337017,627,1036,1104,Legitimate User
43775439,212,152,9096,Legitimate User
44358439,15,36,373,Legitimate User
44604091,126,102,783,Legitimate User
45110939,66,249,56,Legitimate User
45399578,26,281,104,Legitimate User
45562154,45,94,216,Legitimate User
45603460,11,23,17,Legitimate User
47588692,1510,1058,24602,Legitimate User
47610275,36,115,101,Legitimate User
47708690,197,859,711,Legitimate User
49683347,2,4,5,Legitimate User
49726434,150,231,136,Legitimate User
49951518,67,159,638,Legitimate User
