uid,NumberOfFollowers,NumberOfFollowing,NumberOfTweets,Label
1175587045,18,212,20,Content Polluter
1175589799,8,215,19,Content Polluter
1175593494,9,202,19,Content Polluter
1175597359,9,193,17,Content Polluter
1175602278,9,183,17,Content Polluter
1175603822,10,205,24,Content Polluter
1175607174,14,205,22,Content Polluter
1175612930,7,192,22,Content Polluter
1175614022,9,211,18,Content Polluter
1175615983,7,202,18,Content Polluter
1175618972,9,216,16,Content Polluter
1175622312,16,170,21,Content Polluter
1175624556,8,198,25,Content Polluter
1175626327,7,195,17,Content Polluter
1175627468,9,205,19,Content Polluter
1175629178,11,220,21,Content Polluter
1175629302,10,230,18,Content Polluter
1175629345,9,225,22,Content Polluter
1175633166,8,173,18,Content Polluter
1175634584,10,217,11,Content Polluter
1175642052,10,194,16,Content Polluter
1175643704,16,207,17,Content Polluter
1175650981,12,187,16,Content Polluter
1175651917,7,208,18,Content Polluter
1175653093,10,186,18,Content Polluter
1175654954,13,186,14,Content Polluter
1175656208,10,218,20,Content Polluter
1175663832,3,188,21,Content Polluter
1175669130,9,190,18,Content Polluter
1175670450,16,211,26,Content Polluter
1175671008,14,190,18,Content Polluter
1175671908,7,194,16,Content Polluter
1175672016,16,223,21,Content Polluter
1175675402,8,204,19,Content Polluter
1175677580,7,200,21,Content Polluter
1175678250,8,207,12,Content Polluter
1175681424,11,213,18,Content Polluter
1175686850,9,191,23,Content Polluter
1175690418,14,209,12,Content Polluter
1175691536,4,187,17,Content Polluter
1175693322,5,203,16,Content Polluter
1175699864,7,178,20,Content Polluter
1175700618,4,195,12,Content Polluter
1175705202,11,216,30,Content Polluter
1175707070,7,217,22,Content Polluter
1175709380,24,201,21,Content Polluter
1175711664,11,235,24,Content Polluter
1175717354,10,217,16,Content Polluter
1175717377,13,227,21,Content Polluter
1175718902,6,198,20,Content Polluter
1175719664,12,187,12,Content Polluter
1175720130,8,201,20,Content Polluter
1175724174,13,203,21,Content Polluter
1175724680,5,233,26,Content Polluter
1175726604,9,219,21,Content Polluter
1175728784,9,192,21,Content Polluter
1175729280,13,183,21,Content Polluter
1175729749,14,207,15,Content Polluter
1175730253,13,222,14,Content Polluter
1175730272,12,218,18,Content Polluter
1175731862,16,229,17,Content Polluter
1175732936,17,225,24,Content Polluter
1175734488,9,201,20,Content Polluter
1175737790,8,171,12,Content Polluter
1175739433,7,233,17,Content Polluter
1175740225,13,216,26,Content Polluter
1175741276,8,234,23,Content Polluter
1175742600,10,195,18,Content Polluter
1175748294,11,205,23,Content Polluter
1175753239,8,193,14,Content Polluter
1175754096,4,214,20,Content Polluter
1175754902,13,212,22,Content Polluter
1175755050,8,215,24,Content Polluter
1175757835,9,211,23,Content Polluter
1175758454,6,225,9,Content Polluter
1175762274,5,197,19,Content Polluter
1175764808,12,182,16,Content Polluter
1175767867,10,200,21,Content Polluter
1175768702,8,218,19,Content Polluter
1175771509,15,207,18,Content Polluter
1175772264,5,194,15,Content Polluter
1175773806,9,199,22,Content Polluter
1175774436,12,201,19,Content Polluter
1175777869,5,218,9,Content Polluter
1175782370,8,218,25,Content Polluter
1175784950,12,165,20,Content Polluter
1175787168,10,212,17,Content Polluter
1175788465,10,214,19,Content Polluter
1175790841,13,206,20,Content Polluter
1175791177,7,215,26,Content Polluter
1175791452,9,249,28,Content Polluter
1175793452,10,202,18,Content Polluter
1175797100,9,187,18,Content Polluter
1175801724,4,184,16,Content Polluter
1175803050,6,231,17,Content Polluter
1175806116,7,182,22,Content Polluter
1175810197,17,185,17,Content Polluter
1175816443,8,206,22,Content Polluter
1175818194,14,211,24,Content Polluter
1175819569,8,175,14,Content Polluter
1175820103,8,183,9,Content Polluter
1175825581,10,199,22,Content Polluter
1175825840,10,192,18,Content Polluter
1175826542,14,211,20,Content Polluter
1175828748,3,188,14,Content Polluter
1175830736,11,214,18,Content Polluter
1175831797,8,187,15,Content Polluter
1175832804,5,211,23,Content Polluter
1175833148,7,220,22,Content Polluter
1175834918,9,221,25,Content Polluter
1175835392,7,204,20,Content Polluter
1175835961,10,215,17,Content Polluter
1175837136,11,196,18,Content Polluter
1175840936,7,188,14,Content Polluter
1175841943,13,210,18,Content Polluter
1175842940,11,218,21,Content Polluter
1175848021,13,182,23,Content Polluter
1175850312,13,193,14,Content Polluter
1175850661,8,202,17,Content Polluter
1175854238,9,223,18,Content Polluter
1175859344,9,221,29,Content Polluter
1175859786,9,191,20,Content Polluter
1175860957,7,208,18,Content Polluter
1175864395,9,191,19,Content Polluter
1175865152,9,199,27,Content Polluter
1175868074,7,163,18,Content Polluter
1175869250,10,231,21,Content Polluter
1175870539,10,206,20,Content Polluter
1175871524,8,193,12,Content Polluter
1175871572,11,187,20,Content Polluter
1175872345,9,208,19,Content Polluter
1175874906,12,192,17,Content Polluter
1175878608,10,235,20,Content Polluter
1175879124,13,207,20,Content Polluter
1175881286,6,211,20,Content Polluter
1175883632,6,197,16,Content Polluter
1175889578,5,191,12,Content Polluter
1175892296,11,221,19,Content Polluter
1175897185,10,205,20,Content Polluter
1175897192,7,191,20,Content Polluter
1175898612,6,215,14,Content Polluter
1175898787,4,206,21,Content Polluter
1175899693,13,196,23,Content Polluter
1175901152,8,219,19,Content Polluter
1175901596,8,195,17,Content Polluter
1175904811,2,215,19,Content Polluter
1175918527,5,204,21,Content Polluter
1175922644,11,191,12,Content Polluter
1175928048,9,222,15,Content Polluter
1175931889,9,199,22,Content Polluter
1175933034,12,217,19,Content Polluter
1175933244,8,199,22,Content Polluter
1175937380,11,220,15,Content Polluter
1175937997,13,212,18,Content Polluter
1175940716,7,211,21,Content Polluter
1175943655,10,213,12,Content Polluter
1175951042,5,204,20,Content Polluter
1175956076,8,206,17,Content Polluter
1175957444,8,179,19,Content Polluter
1175959812,8,199,23,Content Polluter
1175960761,8,178,14,Content Polluter
1175961673,8,218,19,Content Polluter
1175962808,9,223,26,Content Polluter
1175963400,4,201,13,Content Polluter
1175963882,11,187,14,Content Polluter
1175968452,10,204,14,Content Polluter
1175968620,9,181,23,Content Polluter
1175970198,12,226,22,Content Polluter
1175971171,8,203,15,Content Polluter
1175972964,8,221,21,Content Polluter
1175979866,8,207,22,Content Polluter
1175980453,7,168,13,Content Polluter
1175980688,16,191,18,Content Polluter
1175982799,9,221,19,Content Polluter
1175984785,10,195,29,Content Polluter
1175990276,8,174,18,Content Polluter
1175992374,7,176,13,Content Polluter
1175993282,3,181,26,Content Polluter
1175993419,4,229,17,Content Polluter
1175994012,11,206,19,Content Polluter
1175995525,15,230,18,Content Polluter
1176005634,9,218,24,Content Polluter
1176006872,11,194,24,Content Polluter
1176010664,8,227,17,Content Polluter
1176016050,8,193,19,Content Polluter
1176023660,9,187,19,Content Polluter
1176024900,12,210,16,Content Polluter
1176026473,9,212,19,Content Polluter
1176030852,9,206,18,Content Polluter
1176031873,7,199,22,Content Polluter
1176037639,12,214,17,Content Polluter
1176037879,15,207,15,Content Polluter
1176038917,8,190,16,Content Polluter
1176039984,8,217,17,Content Polluter
1176040076,12,159,20,Content Polluter
1176043460,9,197,12,Content Polluter
1176044797,7,197,21,Content Polluter
1176045456,14,183,12,Content Polluter
1176047184,7,212,18,Content Polluter
1176054547,12,211,21,Content Polluter
1176056719,8,200,25,Content Polluter
1176058368,16,220,16,Content Polluter
1176060193,4,200,20,Content Polluter
1176060493,9,223,17,Content Polluter
1176062197,5,213,24,Content Polluter
1176063571,13,226,21,Content Polluter
1176064104,9,207,17,Content Polluter
1176067166,8,234,15,Content Polluter
1176069402,8,218,17,Content Polluter
1176070208,9,210,21,Content Polluter
1176074173,6,172,18,Content Polluter
1176074503,15,177,17,Content Polluter
1176077330,16,176,20,Content Polluter
1176078956,7,161,16,Content Polluter
1176090313,4,183,20,Content Polluter
1176091038,10,210,16,Content Polluter
1176092251,9,211,14,Content Polluter
1176098786,5,232,21,Content Polluter
1176100699,7,205,23,Content Polluter
1176104192,2,197,16,Content Polluter
1176105391,16,211,23,Content Polluter
1176106022,10,214,23,Content Polluter
1176119413,9,171,21,Content Polluter
1176120223,12,201,24,Content Polluter
1176120306,6,201,19,Content Polluter
1176122473,8,226,19,Content Polluter
1176127140,13,202,20,Content Polluter
1176127388,10,192,21,Content Polluter
1176129667,13,193,20,Content Polluter
1176131065,13,211,18,Content Polluter
1176131214,12,218,21,Content Polluter
1176132600,14,218,17,Content Polluter
1176135906,10,214,20,Content Polluter
1176141625,15,193,20,Content Polluter
1176144564,14,177,21,Content Polluter
1176149502,11,214,20,Content Polluter
1176150378,8,203,15,Content Polluter
1176151704,8,210,23,Content Polluter
1176156234,10,201,15,Content Polluter
1176157068,14,166,17,Content Polluter
1176165122,8,210,24,Content Polluter
1176168408,9,217,15,Content Polluter
1176169747,6,208,15,Content Polluter
1176172730,8,196,15,Content Polluter
1176173497,11,180,13,Content Polluter
1176174571,7,212,14,Content Polluter
1176175699,14,207,18,Content Polluter
1176175902,10,213,25,Content Polluter
1176177198,5,208,18,Content Polluter
1176177984,9,218,23,Content Polluter
1176179941,11,203,23,Content Polluter
1176184358,14,212,17,Content Polluter
1176186649,13,215,24,Content Polluter
1176187844,9,207,20,Content Polluter
1176188922,12,218,18,Content Polluter
1176194707,4,224,23,Content Polluter
1176194977,14,186,12,Content Polluter
1176197136,4,181,16,Content Polluter
1176197437,10,206,21,Content Polluter
1176198690,7,207,20,Content Polluter
1176206108,13,196,20,Content Polluter
1176206504,12,220,21,Content Polluter
1176209923,13,227,23,Content Polluter
1176210602,12,193,18,Content Polluter
1176210817,8,200,16,Content Polluter
1176213703,6,174,24,Content Polluter
1176214640,7,197,20,Content Polluter
1176215258,11,166,23,Content Polluter
1176215833,13,200,14,Content Polluter
1176216530,6,206,20,Content Polluter
1176217807,3,206,20,Content Polluter
1176218598,6,203,20,Content Polluter
1176219258,5,204,17,Content Polluter
1176220436,10,197,15,Content Polluter
1176220860,11,191,20,Content Polluter
1176221054,11,187,28,Content Polluter
1176223429,9,172,20,Content Polluter
1176224780,10,199,16,Content Polluter
1176225534,13,219,21,Content Polluter
1176230322,14,179,16,Content Polluter
1176233665,8,197,16,Content Polluter
1176241388,7,198,16,Content Polluter
1176241837,13,213,24,Content Polluter
1176246091,8,172,17,Content Polluter
1176246264,7,224,18,Content Polluter
1176247080,7,210,19,Content Polluter
1176247873,9,216,22,Content Polluter
1176248545,6,207,20,Content Polluter
1176249991,4,216,25,Content Polluter
1176253664,10,180,13,Content Polluter
1176253998,10,220,20,Content Polluter
1176256675,9,220,22,Content Polluter
1176258355,12,217,24,Content Polluter
1176258824,5,216,18,Content Polluter
1176259471,10,187,14,Content Polluter
1176263858,12,216,15,Content Polluter
1176264324,8,219,17,Content Polluter
1176265566,8,188,15,Content Polluter
1176266245,6,202,16,Content Polluter
1176267386,5,173,21,Content Polluter
1176267397,6,215,22,Content Polluter
1176267853,11,193,18,Content Polluter
1176268088,10,184,12,Content Polluter
1176269809,10,187,17,Content Polluter
1176270469,9,201,17,Content Polluter
1176270474,7,207,26,Content Polluter
1176271057,11,201,12,Content Polluter
1176272004,8,170,18,Content Polluter
1176272094,14,202,20,Content Polluter
1176274290,10,168,20,Content Polluter
1176275664,5,202,17,Content Polluter
1176277345,4,179,18,Content Polluter
1176277519,8,178,16,Content Polluter
1176278306,14,184,15,Content Polluter
1176279901,13,195,14,Content Polluter
1176281940,6,227,19,Content Polluter
1176282888,9,187,15,Content Polluter
1176283176,10,194,26,Content Polluter
1176286628,4,198,20,Content Polluter
1176287881,9,198,23,Content Polluter
1176288571,13,202,19,Content Polluter
1176290131,12,190,19,Content Polluter
1176291828,7,190,24,Content Polluter
1176294272,9,213,20,Content Polluter
1176297974,10,214,17,Content Polluter
1176298260,4,199,20,Content Polluter
1176298465,12,206,14,Content Polluter
1176301609,9,204,18,Content Polluter
1176306596,13,232,21,Content Polluter
1176308588,13,211,15,Content Polluter
1176308636,3,225,18,Content Polluter
1176311347,13,221,17,Content Polluter
1176312241,7,169,18,Content Polluter
1176314646,7,214,24,Content Polluter
1176315806,13,221,20,Content Polluter
1176318060,9,196,15,Content Polluter
1176319297,9,225,24,Content Polluter
1176319747,8,174,14,Content Polluter
1176324859,15,208,29,Content Polluter
1176325658,6,204,18,Content Polluter
1176328567,15,180,16,Content Polluter
1176329052,7,199,20,Content Polluter
1176329180,7,194,25,Content Polluter
1176335570,7,205,20,Content Polluter
1176337327,7,196,18,Content Polluter
1176340279,12,198,25,Content Polluter
1176342218,8,193,13,Content Polluter
1176344048,8,200,25,Content Polluter
1176344617,5,212,15,Content Polluter
1176344652,7,215,16,Content Polluter
1176348397,9,203,19,Content Polluter
1176352386,9,176,19,Content Polluter
1176354278,9,200,19,Content Polluter
1176358165,9,220,22,Content Polluter
1176362071,9,209,19,Content Polluter
1176363709,12,214,16,Content Polluter
1176365454,13,193,21,Content Polluter
1176368023,15,234,12,Content Polluter
1176372842,12,217,19,Content Polluter
1176374071,7,200,15,Content Polluter
1176374623,10,205,19,Content Polluter
1176374978,12,207,18,Content Polluter
1176379910,12,210,20,Content Polluter
1176380456,18,214,23,Content Polluter
1176381007,16,199,23,Content Polluter
1176381348,8,199,17,Content Polluter
1176382580,4,197,18,Content Polluter
1176384235,7,167,12,Content Polluter
1176385015,11,208,20,Content Polluter
1176387745,10,186,21,Content Polluter
1176388189,5,188,18,Content Polluter
1176388351,14,210,18,Content Polluter
1176390672,3,214,24,Content Polluter
1176393222,4,200,14,Content Polluter
1176394070,7,208,22,Content Polluter
1176398449,9,195,17,Content Polluter
1176404611,9,217,30,Content Polluter
1176405116,8,208,19,Content Polluter
1176405830,13,202,15,Content Polluter
1176409034,8,199,24,Content Polluter
1176412364,11,225,24,Content Polluter
1176416144,4,209,21,Content Polluter
1176418405,13,174,14,Content Polluter
1176419695,8,197,16,Content Polluter
1176421460,27,220,17,Content Polluter
1176422048,15,220,17,Content Polluter
1176426272,15,209,18,Content Polluter
1176427063,7,214,23,Content Polluter
1127000612,15,236,18,Content Polluter
1127093012,19,235,21,Content Polluter
1127322342,9,252,21,Content Polluter
1128385638,8,212,19,Content Polluter
1128865231,9,212,20,Content Polluter
1130046366,8,252,31,Content Polluter
1176159360,11,227,15,Content Polluter
1176392124,10,222,22,Content Polluter
370098498,4,588,24,Content Polluter
37384589,57,693,656,Content Polluter
72110028,15,104,1234,Content Polluter
82885728,14,227,573,Content Polluter
110120789,18,519,675,Content Polluter
134435538,73,1998,1333,Content Polluter
195913271,26,1548,99,Content Polluter
252647855,63,1930,553,Content Polluter
290499654,8,501,1576,Content Polluter
303932719,48,1998,1378,Content Polluter
349392750,35,390,1444,Content Polluter
475732319,7,328,1351,Content Polluter
616204178,17,641,43,Content Polluter
616205123,20,630,50,Content Polluter
616205288,22,602,68,Content Polluter
616205957,14,592,60,Content Polluter
616206143,27,620,52,Content Polluter
616206149,32,639,67,Content Polluter
616206200,21,614,44,Content Polluter
616206215,23,650,66,Content Polluter
616206269,20,643,56,Content Polluter
616206275,23,641,65,Content Polluter
616206311,20,779,79,Content Polluter
616206386,16,622,59,Content Polluter
616206452,15,649,64,Content Polluter
616206464,29,756,81,Content Polluter
616206467,25,600,62,Content Polluter
616206563,22,621,70,Content Polluter
616206614,19,735,52,Content Polluter
616206626,25,625,69,Content Polluter
616206631,20,621,57,Content Polluter
616206656,12,638,45,Content Polluter
616206664,16,631,57,Content Polluter
616206769,29,623,66,Content Polluter
616207079,19,686,56,Content Polluter
616207376,24,619,59,Content Polluter
616207430,23,603,58,Content Polluter
616208212,27,602,57,Content Polluter
616208980,21,614,55,Content Polluter
616209703,16,599,59,Content Polluter
616210015,20,663,63,Content Polluter
616210814,24,598,62,Content Polluter
616210933,16,637,54,Content Polluter
616210993,17,684,56,Content Polluter
616211005,21,609,42,Content Polluter
616211029,28,732,78,Content Polluter
616211149,16,630,62,Content Polluter
616211257,17,654,59,Content Polluter
616211458,18,638,54,Content Polluter
616211479,27,652,63,Content Polluter
616211512,23,599,48,Content Polluter
616211704,20,652,69,Content Polluter
616211779,22,609,61,Content Polluter
616211792,23,807,81,Content Polluter
616212091,24,638,64,Content Polluter
616212148,26,593,63,Content Polluter
616212203,22,671,62,Content Polluter
616212268,29,673,57,Content Polluter
616212298,20,630,63,Content Polluter
616212355,20,722,66,Content Polluter
616212358,17,610,61,Content Polluter
616212964,24,655,70,Content Polluter
616213459,12,572,60,Content Polluter
616215005,27,669,70,Content Polluter
616215302,20,610,65,Content Polluter
616215323,42,651,62,Content Polluter
616215454,27,801,83,Content Polluter
616215784,31,599,54,Content Polluter
616216289,30,1221,158,Content Polluter
616217255,22,589,53,Content Polluter
616217345,30,748,66,Content Polluter
616217624,23,721,61,Content Polluter
616217714,27,585,56,Content Polluter
616217762,21,639,67,Content Polluter
616217828,26,504,53,Content Polluter
616217858,26,703,81,Content Polluter
616217867,11,615,66,Content Polluter
616217939,23,641,56,Content Polluter
616217972,22,581,66,Content Polluter
616218053,19,681,56,Content Polluter
616218281,19,594,64,Content Polluter
616218317,35,665,58,Content Polluter
616218326,25,564,72,Content Polluter
616218377,21,581,77,Content Polluter
616218482,19,606,60,Content Polluter
616218488,28,579,60,Content Polluter
616218557,27,617,65,Content Polluter
616218743,25,731,66,Content Polluter
616218776,24,645,69,Content Polluter
616218845,32,603,63,Content Polluter
616218947,13,542,59,Content Polluter
616219076,13,568,57,Content Polluter
616219148,22,578,75,Content Polluter
616219172,18,624,61,Content Polluter
616219193,34,685,72,Content Polluter
616219253,19,599,56,Content Polluter
616219256,26,596,45,Content Polluter
616219507,26,629,54,Content Polluter
616219633,18,608,52,Content Polluter
616219676,11,586,53,Content Polluter
616219790,31,507,63,Content Polluter
616219802,24,672,54,Content Polluter
616219883,17,558,54,Content Polluter
616219934,25,742,65,Content Polluter
616220039,16,591,46,Content Polluter
616220111,28,582,48,Content Polluter
616220140,15,616,58,Content Polluter
616220327,23,635,61,Content Polluter
616220383,18,625,60,Content Polluter
616220414,16,688,61,Content Polluter
616220423,23,589,80,Content Polluter
616220519,21,550,56,Content Polluter
616220543,26,709,70,Content Polluter
616220612,20,528,71,Content Polluter
616220681,19,583,58,Content Polluter
616220743,33,1002,107,Content Polluter
616220864,30,560,68,Content Polluter
616221038,24,592,54,Content Polluter
616221044,23,559,37,Content Polluter
616221088,22,622,53,Content Polluter
616221151,24,678,67,Content Polluter
616221152,24,589,46,Content Polluter
616221239,27,566,60,Content Polluter
616221350,26,559,58,Content Polluter
616221404,20,590,48,Content Polluter
616221593,23,590,65,Content Polluter
616221623,22,541,56,Content Polluter
616221632,27,617,55,Content Polluter
616221752,21,592,75,Content Polluter
616221758,23,556,50,Content Polluter
616221794,12,503,51,Content Polluter
616221926,22,509,45,Content Polluter
616222001,27,702,45,Content Polluter
616222051,25,752,78,Content Polluter
616222118,34,574,55,Content Polluter
616222247,24,526,39,Content Polluter
616222397,26,550,65,Content Polluter
616222607,20,562,44,Content Polluter
616222681,23,577,60,Content Polluter
616222720,28,611,55,Content Polluter
616222768,25,639,65,Content Polluter
616222814,16,552,47,Content Polluter
616222831,23,684,67,Content Polluter
616222843,27,698,69,Content Polluter
616222864,20,618,59,Content Polluter
616222988,15,558,41,Content Polluter
616223065,20,734,56,Content Polluter
616223147,22,572,44,Content Polluter
616223167,21,721,72,Content Polluter
616223195,25,527,52,Content Polluter
616223302,24,656,59,Content Polluter
616223419,22,639,70,Content Polluter
616223567,27,565,57,Content Polluter
616223591,22,511,55,Content Polluter
616223636,21,579,57,Content Polluter
616223671,25,623,51,Content Polluter
616223692,23,640,65,Content Polluter
616223734,26,496,56,Content Polluter
616223872,21,654,63,Content Polluter
616223887,17,609,47,Content Polluter
616224011,25,561,60,Content Polluter
616224049,18,606,68,Content Polluter
616224076,24,721,64,Content Polluter
616224125,26,587,69,Content Polluter
616224133,27,782,61,Content Polluter
616224313,38,827,96,Content Polluter
616224374,19,506,50,Content Polluter
616224547,27,703,67,Content Polluter
616224637,19,624,67,Content Polluter
616224676,26,611,56,Content Polluter
616224700,18,551,54,Content Polluter
616224764,22,575,46,Content Polluter
616224899,15,542,46,Content Polluter
616224925,27,653,66,Content Polluter
616224959,16,515,38,Content Polluter
616224988,12,535,42,Content Polluter
616225009,25,626,64,Content Polluter
616225018,22,637,66,Content Polluter
616225051,24,712,69,Content Polluter
616225061,15,543,55,Content Polluter
616225156,27,511,56,Content Polluter
616225373,23,470,54,Content Polluter
616225381,20,636,57,Content Polluter
616225411,24,582,59,Content Polluter
616225472,20,537,62,Content Polluter
616225522,15,563,59,Content Polluter
616225564,23,548,52,Content Polluter
616225699,7,442,44,Content Polluter
616225709,18,519,52,Content Polluter
616225861,17,610,62,Content Polluter
616225891,19,527,55,Content Polluter
616225900,20,600,69,Content Polluter
616226164,16,672,71,Content Polluter
616226180,23,543,48,Content Polluter
616226258,22,500,48,Content Polluter
616226398,18,524,53,Content Polluter
616226518,19,593,57,Content Polluter
616226519,18,515,47,Content Polluter
616226596,30,579,67,Content Polluter
616227250,24,736,67,Content Polluter
616227283,27,534,47,Content Polluter
616227352,21,523,39,Content Polluter
616227397,21,555,60,Content Polluter
616227442,21,527,52,Content Polluter
616227469,24,544,51,Content Polluter
616227562,17,452,53,Content Polluter
616227574,17,607,65,Content Polluter
616227617,21,535,43,Content Polluter
616227622,22,568,48,Content Polluter
616227842,17,523,43,Content Polluter
616227895,20,537,61,Content Polluter
616227958,20,518,53,Content Polluter
616227970,16,529,46,Content Polluter
616227982,21,534,42,Content Polluter
616228012,25,513,45,Content Polluter
616228258,15,543,52,Content Polluter
616228429,20,572,63,Content Polluter
616228510,25,508,51,Content Polluter
616228561,28,540,52,Content Polluter
616228655,25,527,56,Content Polluter
616228657,19,566,53,Content Polluter
616229068,19,556,64,Content Polluter
616229203,22,527,40,Content Polluter
616229272,20,524,58,Content Polluter
616229482,27,536,48,Content Polluter
616229522,18,513,57,Content Polluter
616229738,23,529,45,Content Polluter
616229767,11,554,56,Content Polluter
616229867,15,546,39,Content Polluter
616229977,22,544,53,Content Polluter
616230280,22,575,63,Content Polluter
616230346,19,495,52,Content Polluter
616230356,20,548,40,Content Polluter
616230368,22,595,39,Content Polluter
616230379,22,623,57,Content Polluter
616230458,15,540,60,Content Polluter
616230506,23,520,47,Content Polluter
616230529,37,726,61,Content Polluter
616230704,23,528,57,Content Polluter
616230778,24,507,56,Content Polluter
616230896,15,512,42,Content Polluter
616230997,22,547,51,Content Polluter
616231067,18,503,47,Content Polluter
616231144,22,468,40,Content Polluter
616231375,17,520,61,Content Polluter
616231447,23,603,64,Content Polluter
616231544,24,706,58,Content Polluter
616231558,23,512,54,Content Polluter
616231564,18,538,41,Content Polluter
616231565,13,504,54,Content Polluter
616231585,17,506,46,Content Polluter
616231654,16,559,49,Content Polluter
616231691,31,583,52,Content Polluter
616231795,21,557,44,Content Polluter
616232053,26,648,58,Content Polluter
616232251,23,549,62,Content Polluter
616232257,20,515,45,Content Polluter
616232503,20,518,51,Content Polluter
616232512,21,551,58,Content Polluter
616232630,26,501,44,Content Polluter
616232782,15,498,55,Content Polluter
616232875,20,511,40,Content Polluter
616234888,25,593,44,Content Polluter
616234909,28,506,49,Content Polluter
616235260,18,535,51,Content Polluter
616235338,27,616,67,Content Polluter
616235776,19,547,44,Content Polluter
616235842,26,532,42,Content Polluter
616235848,15,565,52,Content Polluter
616235884,25,526,55,Content Polluter
616236079,33,651,43,Content Polluter
616236223,18,508,52,Content Polluter
616236808,16,561,62,Content Polluter
616237568,16,445,37,Content Polluter
616237669,13,547,50,Content Polluter
616246319,35,519,46,Content Polluter
616250278,19,404,44,Content Polluter
616255096,24,483,56,Content Polluter
616256389,19,427,48,Content Polluter
616263058,14,432,39,Content Polluter
616263295,31,628,44,Content Polluter
616284135,18,627,69,Content Polluter
616284570,28,625,60,Content Polluter
616284642,22,581,49,Content Polluter
616285149,19,617,65,Content Polluter
616285401,15,593,67,Content Polluter
616285659,0,0,0,Content Polluter
616287318,28,615,59,Content Polluter
616287324,22,624,64,Content Polluter
616287345,27,773,54,Content Polluter
616287447,26,619,65,Content Polluter
616287579,21,782,63,Content Polluter
616287621,17,650,65,Content Polluter
616287702,23,838,65,Content Polluter
616287960,16,573,52,Content Polluter
616288152,23,666,71,Content Polluter
616288341,23,603,70,Content Polluter
616289460,23,738,60,Content Polluter
616292463,20,730,62,Content Polluter
616293207,20,593,58,Content Polluter
616294011,15,601,64,Content Polluter
616296594,18,614,56,Content Polluter
616296954,26,1098,114,Content Polluter
616297194,21,713,83,Content Polluter
616297275,19,699,83,Content Polluter
616297320,29,651,62,Content Polluter
616297401,15,668,69,Content Polluter
616297419,18,658,72,Content Polluter
616297983,22,617,69,Content Polluter
616298199,31,1152,153,Content Polluter
616298418,22,672,51,Content Polluter
616298625,15,573,43,Content Polluter
616298739,26,639,58,Content Polluter
616298784,23,621,64,Content Polluter
616298811,23,584,51,Content Polluter
616298898,27,962,115,Content Polluter
616298907,28,708,64,Content Polluter
616299006,32,1015,94,Content Polluter
616299078,19,641,68,Content Polluter
616299144,20,850,89,Content Polluter
616299231,26,626,55,Content Polluter
616299315,21,843,70,Content Polluter
616299405,13,740,55,Content Polluter
616299435,18,619,73,Content Polluter
616299456,17,587,50,Content Polluter
616299501,28,687,75,Content Polluter
616299531,22,585,58,Content Polluter
616299576,18,656,56,Content Polluter
616299699,28,771,70,Content Polluter
616299930,18,636,67,Content Polluter
616300029,27,718,73,Content Polluter
616300071,19,736,74,Content Polluter
616300077,24,549,60,Content Polluter
616300113,20,715,63,Content Polluter
616300149,26,585,64,Content Polluter
616300368,16,699,52,Content Polluter
616300512,16,602,64,Content Polluter
616300515,25,575,47,Content Polluter
616300602,13,526,69,Content Polluter
616300605,19,808,65,Content Polluter
616300671,15,651,76,Content Polluter
616300719,17,519,50,Content Polluter
616300785,22,595,54,Content Polluter
616300803,20,664,68,Content Polluter
616300830,14,530,51,Content Polluter
616300842,22,530,50,Content Polluter
616300911,24,646,53,Content Polluter
616300920,23,565,56,Content Polluter
616301001,30,734,65,Content Polluter
616301016,24,579,52,Content Polluter
616301049,33,852,80,Content Polluter
616301106,27,625,53,Content Polluter
616301190,25,652,60,Content Polluter
616301301,20,564,60,Content Polluter
616301307,28,771,48,Content Polluter
616301361,15,521,68,Content Polluter
616301619,20,647,78,Content Polluter
616301763,23,549,58,Content Polluter
616301904,24,538,49,Content Polluter
616301934,22,517,62,Content Polluter
616301994,19,551,55,Content Polluter
616302027,19,594,59,Content Polluter
616302072,21,552,60,Content Polluter
616302333,29,481,44,Content Polluter
616302336,25,524,54,Content Polluter
616302444,21,507,56,Content Polluter
616302717,20,702,72,Content Polluter
616302756,27,557,64,Content Polluter
616302783,21,577,57,Content Polluter
616302786,18,548,51,Content Polluter
616303158,17,566,59,Content Polluter
616303560,22,560,61,Content Polluter
616303596,26,588,41,Content Polluter
616304112,22,518,57,Content Polluter
616304133,20,565,36,Content Polluter
616304159,23,582,40,Content Polluter
616304394,17,547,36,Content Polluter
616304430,29,753,77,Content Polluter
616304457,17,624,64,Content Polluter
616304544,19,665,41,Content Polluter
616304775,29,517,48,Content Polluter
616305144,19,507,49,Content Polluter
616305351,16,531,41,Content Polluter
616305396,23,583,66,Content Polluter
616305756,19,499,58,Content Polluter
616305963,25,552,51,Content Polluter
616306023,24,584,56,Content Polluter
616306101,14,562,62,Content Polluter
616306719,15,578,53,Content Polluter
616306866,25,489,50,Content Polluter
616307286,18,500,48,Content Polluter
616307780,16,451,39,Content Polluter
616308033,28,634,63,Content Polluter
616308387,20,607,58,Content Polluter
616308495,16,493,52,Content Polluter
616308801,22,505,62,Content Polluter
616308894,15,475,58,Content Polluter
616309005,25,619,61,Content Polluter
616310157,20,534,46,Content Polluter
616310415,22,541,48,Content Polluter
616310538,20,566,55,Content Polluter
